company,country,product_category,brand_name,contact_name,email_address,address,license_number,certification_body,expiry_date,product_details
Abilheira & Cunha Texteis LDA,Portugal (PT),Garments,,Angela ABILHEIRA,contabilidade.abi@mail.telepac.pt,Rua Nova do Corujo Lote 2,00278650,Ecocert Greenlife,2024-06-13,"Pants
cardigans (PD0004) T-shirts
pullovers
singlets (PD0007)
trousers (PD0003) Sweaters"
"Abilhetex - Industria Textil, Lda",Portugal (PT),Fabrics,,Manuel Abilheira,abilhetex@gmail.com,,CB-GOTS-CUC-03- 164889,Control Union Certifications,2024-03-30,Dyed fabrics (PC0025) Knitted fabrics (PD0058) 100.0%Organic Cotton (RM0104) Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 4.0%Elastane (Spandex) (RM0160) 96.0%Organic Cotton (RM0104) Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 95.0%Organic Cotton (RM0104) 5.0%Elastane (Spandex) (RM0160) Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 3.0%Elastane (Spandex) (RM0160) 97.0%Organic Cotton (RM0104) Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 3.0%Polyamide (Nylon) (RM0182) 97.0%Organic Cotton (RM0104) Organic Dyed fabrics (PC0025) Knitted fabrics (PD0058) 2.0%Elastane (Spandex) (RM0160) 98.0%Organic Cotton (RM0104) Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 100.0%Organic Cotton (RM0104) Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 15.0%Hemp (RM0114) 85.0%Organic Cotton (RM0104) Made With Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 4.0%Elastane (Spandex) (RM0160) 96.0%Organic Cotton (RM0104) Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 14.0%Hemp (RM0114) 5.0%Elastane (Spandex) (RM0160) 81.0%Organic Cotton (RM0104) Made With Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 91.0%Organic Cotton (RM0104) 9.0%Hemp (RM0114) Made With Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 8.0%Elastane (Spandex) (RM0160) 92.0%Organic Cotton (RM0104) Made With Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 7.0%Elastane (Spandex) (RM0160) 93.0%Organic Cotton (RM0104) Made With Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 6.0%Elastane (Spandex) (RM0160) 94.0%Organic Cotton (RM0104) Made With Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 5.0%Elastane (Spandex) (RM0160) 95.0%Organic Cotton (RM0104) Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 97.0%Organic Cotton (RM0104) 3.0%Elastane (Spandex) (RM0160) Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 3.0%Polyamide (Nylon) (RM0182) 97.0%Organic Cotton (RM0104) Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 98.0%Organic Cotton (RM0104) 2.0%Elastane (Spandex) (RM0160) Organic Undyed yarns (PC0031) Normally combed yarns (PD0102) 100.0%Organic Cotton (RM0104) Organic
"Abílio Freire, Lda",Portugal (PT),"Fabrics, Home Textiles, Product category (other)",,Ângela Mendes,comercial@afreire.com,,CTV-930491,CTV – Certificação de Têxteis e de Vestuário,2024-08-29,"Babies' accessories (PD0014)
Bed linen
Blankets
Woven fabrics (PD0059)
bed sheets (PD0015)
bedspreads
quilts (PD0019)"
Abinaa Textiles,India (IN),"Accessories, Fabrics, Home Textiles, Yarns",,,,"No 557 C/1, Salem Main Road, Vangapalayam, Vengamedu Post",222527,Intertek Testing Services,2024-06-04,Home textiles | PC0010 Carried accessories | PC0011 Worn accessories | PC0012 Outdoor | PC0018 Dyed fabrics | PC0025 Greige fabrics | PC0026 Greige yarns | PC0030
Abinaya Grineters,India (IN),"Fabrics, Yarns, Accessories, Home Textiles",,Mr.Vinod A Kumar,info@abinaya.in,"No.46, Fourth Cross, Vaiyapuri Nagar,",CU 835009,Control Union Certifications,2024-01-12,"Dyed fabrics (PC0025) / Woven fabrics (PD0059) - 100.0% Organic Cotton (RM0104)
Dyed fabrics (PC0025) / Woven fabrics (PD0059) - 5.0% Elastane (Spandex) (RM0160) + 95.0% Organic Cotton (RM0104)
Dyed yarns (PC0029) / Carded yarns (PD0067) - 100.0% Organic Cotton (RM0104)
Dyed yarns (PC0029) / Carded yarns (PD0067) - 5.0% Elastane (Spandex) (RM0160) + 95.0% Organic Cotton (RM0104)
Greige fabrics (PC0026) / Woven fabrics (PD0059) - 100.0% Organic Cotton (RM0104)
Greige fabrics (PC0026) / Woven fabrics (PD0059) - 5.0% Elastane (Spandex) (RM0160) + 95.0% Organic Cotton (RM0104)
Greige yarns (PC0030) / Carded yarns (PD0067) - 100.0% Organic Cotton (RM0104)
Greige yarns (PC0030) / Carded yarns (PD0067) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 100.0% Organic Cotton (RM0104)
Greige yarns (PC0030) / Normally combed yarns (PD0102) - 5.0% Elastane (Spandex) (RM0160) + 95.0% Organic Cotton (RM0104)
Greige yarns (PC0030) / Open-end yarns (PD0066) - 100.0% Organic Cotton (RM0104)
Home textiles (PC0010) / Carpets
Home textiles (PC0010) / Curtains
Home textiles (PC0010) / Other [Chair pads] (PD0100) - 100.0% Organic Cotton (RM0104)
Home textiles (PC0010) / Other [Placemats] (PD0100) - 100.0% Organic Cotton (RM0104)
Home textiles (PC0010) / Other [Pot holders] (PD0100) - 100.0% Organic Cotton (RM0104)
Home textiles (PC0010) / Pillows
Home textiles (PC0010) / Table linen
Home textiles (PC0010) / Towels
Worn accessories (PC0012) / Gloves
Worn accessories (PC0012) / Handkerchiefs (PD0029) - 100.0% Organic Cotton (RM0104)
Worn accessories (PC0012) / Other [Aprons] (PD0100) - 100.0% Organic Cotton (RM0104)
blinds (PD0020) - 100.0% Organic Cotton (RM0104)
cushions (PD0023) - 100.0% Organic Cotton (RM0104)
floor coverings (PD0022) - 100.0% Organic Cotton (RM0104)
hand covering (PD0026) - 100.0% Organic Cotton (RM0104)
kitchen linen
mittens
napkins (PD0016) - 100.0% Organic Cotton (RM0104)
rugs
tablecloth
toilet linen (PD0017) - 100.0% Organic Cotton (RM0104)"
Abir Fashions,Bangladesh (BD),"Ladieswear, Children's wear, Men's wear, Garments",,,,,CERES-0620,Ceres,2024-04-30,"Babies' clothing (PD0013)
Pants Trousers (PD0003)
T-Shirts (PD0007)"
ABIRAMI FASHION,India (IN),Fabrics,,,,"1/40, VMK Building, Annamalai Nagar, Bharathi Theatre Road, Veerappan,Chatram",USB 006179,USB Certification,2024-09-13,Woven fabrics (PD0059) - 98% organic cotton (RM0104) + 2% elastane (RM0160) Woven fabrics (PD0059) - 100% organic cotton (RM0104) Woven fabrics (PD0059) - 70% organic cotton (RM0104) + 30% flax (linen) (RM0108) Woven fabrics (PD0059) - (Yarn Dyed) - 100% organic cotton (RM0104) Woven fabrics (PD0059) - 98% organic cotton (RM0104) + 2% elastane (spandex) (RM0160)
ABK,India (IN),"Fabrics, Garments, Accessories, Home Textiles",,Ms.Kamal Arya,info@abkindia.in,"14/6, Sector-27, Mathura Road,",CU 858772,Control Union Certifications,2024-09-07,"Babies' apparel (PC0003) / Babies' clothing (PD0013) - 100.0% Organic Cotton (RM0104)
Babies' apparel (PC0003) /Babies' clothing (PD0013) - 98% Organic Cotton (RM0104) + 2% Elastane (Spandex) (RM0160)
Babies' apparel (PC0003) /Sweaters
Carried accessories (PC0011) / Bags
Children's apparel (PC0004) / Sweaters
Children's apparel (PC0004) / Sweaters
Children's apparel (PC0004) / Sweaters
Children's apparel (PC0004) / T-shirts
Children's apparel (PC0004) / T-shirts
Children's apparel (PC0004) / T-shirts
Children's apparel (PC0004) / Undergarment
Children's apparel (PC0004) / Undergarment
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 100.0% Organic Cotton (RM0104)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 5.0% Elastane (Spandex) (RM0160) + 95.0% Organic Cotton (RM0104)
Dyed fabrics (PC0025) / Knitted fabrics (PD0058) - 97.0% Organic Cotton (RM0104) + 3.0% Elastane (Spandex) (RM0160)
Dyed fabrics (PC0025) / Woven fabrics (PD0059) - 100.0% Organic Cotton (RM0104)
Dyed fabrics (PC0025) / Woven fabrics (PD0059) - 97.0% Organic Cotton (RM0104) + 3.0% Elastane (Spandex) (RM0160)
Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 100.0% Organic Cotton (RM0104)
Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 3.0% Elastane (Spandex) (RM0160) + 97.0% Organic Cotton (RM0104)
Greige fabrics (PC0026) / Knitted fabrics (PD0058) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)
Greige fabrics (PC0026) / Woven fabrics (PD0059) - 100.0% Organic Cotton (RM0104)
Greige fabrics (PC0026) / Woven fabrics (PD0059) - 3.0% Elastane (Spandex) (RM0160) + 97.0% Organic Cotton (RM0104)
Greige fabrics (PC0026) / Woven fabrics (PD0059) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)
Home textiles (PC0010) / Bed linen
Home textiles (PC0010) / Blankets
Home textiles (PC0010) / Pillows
Men's apparel (PC0001) / T-shirts
Men's apparel (PC0001) / T-shirts
Men's apparel (PC0001) / T-shirts
Men's apparel (PC0001) / T-shirts
Men's apparel (PC0001) / T-shirts
Men's apparel (PC0001) / T-shirts
Men's apparel (PC0001) / Undergarment
Women's apparel (PC0002) / Activewear
Women's apparel (PC0002) / Activewear
Women's apparel (PC0002) / Dresses
Women's apparel (PC0002) / Dresses
Women's apparel (PC0002) / Dresses
Women's apparel (PC0002) / Dresses
Women's apparel (PC0002) / Dresses
Women's apparel (PC0002) / Dresses
Women's apparel (PC0002) / Undergarment
Women's apparel (PC0002) / Undergarment
Worn accessories (PC0012) / Gloves
Worn accessories (PC0012) / Hats
Worn accessories (PC0012) / Hats
Worn accessories (PC0012) / Hats
Worn accessories (PC0012) / Hats
Worn accessories (PC0012) / Scarves
Worn accessories (PC0012) / Scarves
Worn accessories (PC0012) / Scarves
Worn accessories (PC0012) / Socks
Worn accessories (PC0012) / Socks
Worn accessories (PC0012) / Socks
Worn accessories (PC0012) / Socks
Worn accessories (PC0012) / Socks
bed sheets (PD0015) - 100.0% Organic Cotton (RM0104)
bedspreads
caps
caps
caps
caps
cardigans (PD0004) - 100% Organic Cotton (RM0104)
cardigans (PD0004) - 80% Organic Cotton (RM0104) + 20% Wool (RM0077)
cardigans (PD0004) - 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160)
cardigans (PD0004) - 97% Organic Cotton (RM0104) + 3% Elastane (Spandex) (RM0160)
cushions (PD0023) - 100.0% Organic Cotton (RM0104)
hand covering (PD0026) - 100.0% Organic Cotton (RM0104)
handbags
head coverings (PD0030) - 10.0% Wool (RM0077) + 90.0% Organic Cotton (RM0104)
head coverings (PD0030) - 100.0% Organic Cotton (RM0104)
head coverings (PD0030) - 100.0% Organic Wool (RM0079)
head coverings (PD0030) - 90.0% Organic Cotton (RM0104) + 10.0% Elastane (Spandex) (RM0160)
hosiery (PD0009) - 10.0% Polyamide (Nylon) (RM0182) + 90.0% Organic Cotton (RM0104)
hosiery (PD0009) - 10.0% Wool (RM0077) + 80.0% Organic Cotton (RM0104) + 10.0% Elastane (Spandex) (RM0160)
hosiery (PD0009) - 10.0% Wool (RM0077) + 80.0% Organic Cotton (RM0104) + 10.0% Polyamide (Nylon) (RM0182)
hosiery (PD0009) - 100.0% Organic Cotton (RM0104)
hosiery (PD0009) - 80.0% Organic Cotton (RM0104) + 20.0% Elastane (Spandex) (RM0160)
mittens
pouches (PD0024) - 100% Organic Cotton (RM0104)
pullovers
pullovers
pullovers
pullovers
quilts (PD0019) - 100.0% Organic Cotton (RM0104)
robes (PD0006) - 10.0% Elastane (Spandex) (RM0160) + 90.0% Organic Cotton (RM0104)
robes (PD0006) - 10.0% Elastane (Spandex) (RM0160) + 90.0% Organic Cotton (RM0104)
robes (PD0006) - 100.0% Organic Cotton (RM0104)
robes (PD0006) - 100.0% Organic Cotton (RM0104)
robes (PD0006) - 100.0% Organic Cotton (RM0104)
shawls
shawls
shawls
singlets (PD0007) - 10.0% Elastane (Spandex) (RM0160) + 90.0% Organic Cotton (RM0104)
singlets (PD0007) - 100% Organic Cotton (RM0104)
singlets (PD0007) - 100.0% Organic Cotton (RM0104)
singlets (PD0007) - 80.0% Organic Cotton (RM0104) + 20.0% Wool (RM0077)
singlets (PD0007) - 90% Organic Cotton (RM0104) + 10% Elastane (Spandex) (RM0160)
singlets (PD0007) - 90.0% Organic Cotton (RM0104) + 10.0% Elastane (Spandex) (RM0160)
singlets (PD0007) - 95.0% Organic Cotton (RM0104) + 5.0% Elastane (Spandex) (RM0160)
singlets (PD0007) - 97% Organic Cotton (RM0104) + 3% Elastane (Spandex) (RM0160)
singlets (PD0007) - 97.0% Organic Cotton (RM0104) + 3.0% Elastane (Spandex) (RM0160)
skirts (PD0011) - 10.0% Elastane (Spandex) (RM0160) + 90.0% Organic Cotton (RM0104)
skirts (PD0011) - 100.0% Organic Cotton (RM0104)
skirts (PD0011) - 20.0% Wool (RM0077) + 80.0% Organic Cotton (RM0104)
skirts (PD0011) - 3.0% Elastane (Spandex) (RM0160) + 97.0% Organic Cotton (RM0104)
skirts (PD0011) - 5.0% Elastane (Spandex) (RM0160) + 95.0% Organic Cotton (RM0104)
skirts (PD0011) - 97.0% Organic Cotton (RM0104) + 3.0% Elastane (Spandex) (RM0160)
sleepwear
sleepwear
sleepwear
sleepwear
sleepwear
sportswear (PD0008) - 20.0% Elastane (Spandex) (RM0160) + 80.0% Organic Cotton (RM0104)
sportswear (PD0008) - 90.0% Organic Cotton (RM0104) + 10.0% Polyamide (Nylon) (RM0182)
totes
veils (PD0028) - 10.0% Wool (RM0077) + 90.0% Organic Cotton (RM0104)
veils (PD0028) - 100.0% Organic Cotton (RM0104)
veils (PD0028) - 90.0% Organic Cotton (RM0104) + 10.0% Elastane (Spandex) (RM0160)"
ABLE BILLION SOURCING AND DESIGN LIMITED,Hong Kong (HK) - SAR of China,Fabrics,,,,,A12042,Intertek Testing Services,2024-06-27,
Able Leader Company Limited,Hong Kong (HK) - SAR of China,Fabrics,,,,"8/F, Summit Insurance Building, 789 Nathan Road, Mong Kok,",1078756,Control Union Certifications,2024-06-09,Dyed fabrics (PC0025) Woven fabrics (PD0059) 100.0%Organic Cotton (RM0104) Dyed fabrics (PC0025) Woven fabrics (PD0059) 98.0%Organic Cotton (RM0104) 2.0%Elastane (Spandex) (RM0160) Dyed fabrics (PC0025) Woven fabrics (PD0059) 3.0%Elastane (Spandex) (RM0160) 25.0%Recycled pre/post-consumer Polyester (RM0187) 72.0%Organic Cotton (RM0104) Dyed fabrics (PC0025) Woven fabrics (PD0059) 96.0%Organic Cotton (RM0104) 4.0%Elastane (Spandex) (RM0160) Dyed fabrics (PC0025) Woven fabrics (PD0059) 3.0%Elastane (Spandex) (RM0160) 97.0%Organic Cotton (RM0104) Dyed fabrics (PC0025) Woven fabrics (PD0059) 99.0%Organic Cotton (RM0104) 1.0%Elastane (Spandex) (RM0160) Printed fabrics (PC0039) Woven fabrics (PD0059) 100.0%Organic Cotton (RM0104) Printed fabrics (PC0039) Woven fabrics (PD0059) 72.0%Organic Cotton (RM0104) 25.0%Recycled pre/post-consumer Polyester (RM0187) 3.0%Elastane (Spandex) (RM0160) Printed fabrics (PC0039) Woven fabrics (PD0059) 4.0%Elastane (Spandex) (RM0160) 96.0%Organic Cotton (RM0104) Printed fabrics (PC0039) Woven fabrics (PD0059) 3.0%Elastane (Spandex) (RM0160) 97.0%Organic Cotton (RM0104) Printed fabrics (PC0039) Woven fabrics (PD0059) 98.0%Organic Cotton (RM0104) 2.0%Elastane (Spandex) (RM0160) Printed fabrics (PC0039) Woven fabrics (PD0059) 99.0%Organic Cotton (RM0104) 1.0%Elastane (Spandex) (RM0160
ABM COTTON TEKSTIL SANAYI VE TICARET ANONIM SIRKETI CORLU SUBESI,Turkey (TR),Yarns,,,,Velimese OSB Mah. 236 Sk. No: 35/1,USB 005972,USB Certification,2024-07-12,Carded yarns (PD0067) - 100% organic cotton (RM0104) Normally Combed Yarns (PD0102) - 100% organic cotton (RM0104)
Aboni Knitwear Ltd.,Bangladesh (BD),"Babywear, Children's wear, Fabrics, Ladieswear, Men's wear",,,,"Plot # 169-171, 195,196, 200 Union - Tetulzhora, Hemayetepur, Savar,",GOTS-20200556,GSCS,2024-04-04,"T-shirts
singlets (PD0007) Knitted fabrics (PD0058) Pants
skirts (PD0011)
trousers (PD0003) Babies' clothing (PD0013) Dresses"
ABOUT YOU SE & Co. KG,Germany (DE),"Garments, Ladieswear, Leasure wear, Men's wear, Underwear",,,,,206153,Ecocert Greenlife,2024-06-30,"Elastane (spandex) (RM0104) Organic Unisex apparel (PC0005) Pants
Elastane (spandex) (RM0160) Organic
Elastane (spandex) (RM0160) Organic Women apparel (PC0002) Dresses
Elastane (spandex) (RM0160) Organic Men apparel (PC0001) Shirts
Elastane (spandex) (RM0160) Organic Men apparel (PC0001) Sweaters
Elastane (spandex) (RM0160) Organic Men apparel (PC0001) T-shirts
Elastane (spandex) (RM0160) Organic Unisex apparel (PC0005) Pants
Elastane (spandex) (RM0160) Organic Unisex apparel (PC0005) T-shirts
Elastane (spandex) (RM0160) Organic Women apparel (PC0002) Activewear
Elastane (spandex) (RM0160) Organic Women apparel (PC0002) Pants
Elastane (spandex) (RM0160) Organic Women apparel (PC0002) Shirts
Elastane (spandex) (RM0160) Organic Women apparel (PC0002) Sweaters
Elastane (spandex) (RM0160) Organic Women apparel (PC0002) T-shirts
Men apparel (PC0001) Overcoats
Polyester (RM0187) Made with organic Men apparel (PC0001) Sweaters
blouses (PD0005) organic cotton (RM0104)
blouses (PD0005) organic cotton (RM0104)
blouses (PD0005) organic cotton (RM0104) Organic Men apparel (PC0001) Sweaters
blouses (PD0005) organic cotton (RM0104) Organic Women apparel (PC0002) Shirts
blouses (PD0005) organic cotton in conversion (RM0103) Organic Women apparel (PC0002) Sweaters
cardigans (PD0004) organic cotton (RM0104)
cardigans (PD0004) organic cotton (RM0104)
cardigans (PD0004) organic cotton (RM0104)
cardigans (PD0004) organic cotton (RM0104)
cardigans (PD0004) organic cotton (RM0104) Organic Men apparel (PC0001) T-shirts
cardigans (PD0004) organic cotton (RM0104) Organic Women apparel (PC0002) T-shirts
jackets
jackets
pullovers
pullovers
pullovers
pullovers
pullovers
pullovers
recycled Polyester (RM0187) Made with organic Women apparel (PC0002) Sweaters
recycled Polyester (RM0187) Organic Women apparel (PC0002) Pants
robes (PD0006) organic cotton (RM0104)
singlets (PD0007) organic cotton (RM0104)
singlets (PD0007) organic cotton (RM0104)
singlets (PD0007) organic cotton (RM0104) Organic Men apparel (PC0001) T-shirts
singlets (PD0007) organic cotton (RM0104) Organic Women apparel (PC0002) Activewear
singlets (PD0007) organic cotton (RM0104) Organic Women apparel (PC0002) T-shirts
singlets (PD0007) organic cotton (RM0104) Organic Women apparel (PC0002) Undergarment
singlets (PD0007) organic cotton in conversion (RM0103) Organic Unisex apparel (PC0005) Activewear
skirts (PD0011) organic cotton (RM0104)
skirts (PD0011) organic cotton (RM0104) Organic Women apparel (PC0002) Overcoats
sleepwear
sportswear (PD0008) organic cotton (RM0104)
sportswear (PD0008) organic cotton (RM0104)
sportswear (PD0008) organic cotton (RM0104) Organic Women apparel (PC0002) Dresses
trousers (PD0003) organic cotton (RM0104)
trousers (PD0003) organic cotton (RM0104)
trousers (PD0003) organic cotton (RM0104)
trousers (PD0003) organic cotton (RM0104)
trousers (PD0003) organic cotton (RM0104) Organic Unisex apparel (PC0005) Shirts
trousers (PD0003) organic cotton (RM0104) Organic Women apparel (PC0002) Shirts
vests (PD0001) organic cotton (RM0104) Organic Men apparel (PC0001) Pants
vests (PD0001) organic cotton (RM0104) Organic Women apparel (PC0002) Pants"
Abraham Dürninger & Co GmbH,Germany (DE),"Babywear, Children's wear, Garments, Ladieswear, Men's wear, Accessories",,Roland Lensing,lensing@duerninger.com,Oderwitzer Straße 12,CERES-0930,Ceres,2024-10-17,"Babies' apparel (PC0003)
Carried accessories (PC0011)
Children's apparel (PC0004)
Men's apparel (PC0001)
Unisex apparel (PC0005)
Women's apparel (PC0002)
Worn accessories (PC0012)"
ABSACO,Pakistan (PK),"Ladieswear, Men's wear",,Ali Bajwa,,"4483, Rahim Pura Crossing, Wazirabad Road Ugoki,",GCL-302020,GCL International,2024-01-26,Unisex Apparel (PC0005) [T-Shirts singlets (PD0007) 100% Organic Cotton (RM0104)] Men's Apparel (PC0001) [T shirts singlets (PD0007) 100% Organic Cotton (RM0104)] Women's Apparel (PC0002) [T shirts singlets (PD0007) 100% Organic Cotton (RM0104)]
"Absolutarget Unipessoal, Lda",Portugal (PT),"Ladieswear, Garments, Home Textiles",,Sónia Ventura,info@absolutarget.com,,CTV-220007,CTV – Certificação de Têxteis e de Vestuário,2024-07-03,"Bed linen
Singlet (PD0007)
bed sheets (PD0015) Towels
bedspreads
blouses (PD0005) T-shirts
cardigans (PD0004) Pants
jackets
kitchen linen
pullovers
quilts (PD0019) Undergarment
robes (PD0006) Overcoats
sleepwear
toilet linen (PD0017) Blankets
trousers (PD0003) Shirts
vests (PD0001) Sweaters"
ABSOLUTE QUALITYWEAR LTD.,Bangladesh (BD),"Babywear, Ladieswear, Children's wear, Men's wear",,,,"Word No. 20, Holding No. 18/2, Tek Kathora, P.O: Salna Bazar, Gazipur Sadar",USB TEX6560,USB Certification,2024-03-09,"Overcoats
jackets
sportswear (PD0008) - 100% organic cotton (RM0104) Babies clothing (PD0013) - 100% organic cotton (RM0104) Workwear
uniforms (PD0010) - 100% organic cotton (RM0104)
vests (PD0001) - 100% organic cotton (RM0104) Activewear"
ABT IPLIK SANAYI VE TICARET LIMITED SIRKETI,Turkey (TR),Yarns,,Serkan Tasdemir,,"15.Temmuz Mah. Gulbahar Cad. Aydın Plaza NO:9 A, Bagcilar,",GCL-3255,GCL International,2024-06-06,Greige Yarns (PC0030)[ Normally Combed Yarns (PD0102) 100% Organic Cotton (RM0104) ] Greige Yarns (PC0030)[ Carded Yarns (PD0067) 100% Organic cotton (RM0104) ] Greige Yarns (PC0030)[ Open End Yarns (PD0066) 100% Organic Cotton (RM0104)] Greige Yarns (PC0030)[ Normally Combed Yarns (PD0102) 95% Organic Cotton (RM0104) + 5% Viscose (rayon) (RM0238) ] Dyed Yarns (PC0029)[ Normally Combed Yarns (PD0102) 95% Organic Cotton (RM0104) + 5% Viscose (rayon) (RM0238) ] Greige Yarns (PC0030)[ Carded Yarns (PD0067) 70% Organic cotton (RM0104) + 30% Flax (linen) (RM0108) ] Greige Yarns (PC0030)[ Carded Yarns (PD0067) 80% Organic cotton (RM0104) + 20% Flax (linen) (RM0108) ] Greige Yarns (PC0030)[ Normally Combed Yarns (PD0102) 80% Organic Cotton (RM0104) + 20% Flax (linen) (RM0108) ]
