company,country,product_category,brand_name,contact_name,email_address,address,license_number,certification_body,expiry_date,product_details
Anusun Fab,India (IN),"Babywear, Children's wear, Fabrics, Ladieswear, Men's wear, Yarns, Accessories, Home Textiles, Toys",,,,"Plot No: 8/137, Amaravathi Nagar, Andankovil Road,",GCL-3349,GCL International,2024-03-27,"Cushions (PD0023) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Bed linen
Floor Coverings (PD0022) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Pillows
Pouches (PD0024) 100% Organic Cotton (RM0104) Worn Accessories (PC0012) Hats
Rugs
Stuffing (PC0020) Chairpad (PD0100) 100% Organic Cotton (RM0104) Toys (PC0024) Soft toys (PD0056) 100% Organic Cotton (RM0104) Greige fabrics (PC0026) Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104) Greige fabrics (PC0026) Woven Fabrics (PD0059) 100% Organic Cotton (RM0104) Women's Apparel (PC0002) Overcoats
Worn Accessories (PC0012) Aprons (PD0100) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Blankets
bed sheets (PD0015) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Table linen
bedspreads
blinds (PD0020) 100% Organic Cotton (RM0104) Worn Accessories (PC0012) Gloves
blouses (PD0005) 100% Organic Cotton (RM0104) Children's Apparel (PC0004) Dresses
blouses (PD0005) 100% Organic Cotton (RM0104) Women's Apparel (PC0002) T shirts
caps
hand covering (PD0026) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Carpets
handbags
head coverings (PD0030) 100% Organic Cotton (RM0104) Worn Accessories (PC0012) Scarves
jackets
jackets
jackets
kitchen linen
mittens
napkins (PD0016) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Towels
quilts (PD0019) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Curtains
shawls
singlets (PD0007) 100% Organic Cotton (RM0104) Children's Apparel (PC0004) Overcoats
singlets (PD0007) 100% Organic Cotton (RM0104) Women's Apparel (PC0002) Dresses
skirts (PD0011) 100% Organic Cotton (RM0104) Babies Apparel (PC0003) Babies' clothing (PD0013) 100% Organic Cotton (RM0104)
skirts (PD0011) 100% Organic Cotton (RM0104) Men's Apparel (PC0001) Overcoats
tablecloth
toilet linen (PD0017) 100% Organic Cotton (RM0104) Carried Accessories (PC0011) Bags
totes
trousers (PD0003) 100% Organic Cotton (RM0104) Children's Apparel (PC0004) Shirts
trousers (PD0003) 100% Organic Cotton (RM0104) Men's Apparel (PC0001) T shirts
trousers (PD0003) 100% Organic Cotton (RM0104) Women's Apparel (PC0002) Shirts
veils (PD0028) 100% Organic Cotton (RM0104) Bedding (PC0015) Mattresses (PD0034) 100% Organic Cotton (RM0104) Filling
vests (PD0001) 100% Organic Cotton (RM0104) Men's Apparel (PC0001) Pants
vests (PD0001) 100% Organic Cotton (RM0104) Children's Apparel (PC0004) Pants
vests (PD0001) 100% Organic Cotton (RM0104) Women's Apparel (PC0002) Pants"
"Anyang Renhe Garment Co., Ltd.",China (CN),"Babywear, Ladieswear, Children's wear",,,,"Southeast of Lipanliu Village, Longan District, Anyang City",GOTS-BVCN0571,Bureau Veritas,2024-07-13,
azienda agricola santiva di manlio carta,Italy (IT),Raw Fibres,,Manlio Carta,info@santiva.it,"contrada santa maria montagna, 1",ICEA-TX-1999,ICEA Istituto per la Certificazione Etica e Ambientale,2024-10-16,Undyed fibers (PC0034)
AZIENDA FODERAMI DRAGONI SPA,Italy (IT),Fabrics,,,,,ICEA-TX-456,ICEA Istituto per la Certificazione Etica e Ambientale,2024-06-04,"Dyed fabrics (PC0025)
Printed Fabrics (PC0039)
Undyed fabrics (PC0027)"
Azim & Son (Pvt.) Ltd.,Bangladesh (BD),"Children's wear, Ladieswear, Men's wear",,,,,CERES-1081,Ceres,2024-02-13,"Jackets
Overcoats
Trousers (PD0003)
Vests (PD0001) Pants"
Azim & Son (Pvt.) Ltd. Unit-2,Bangladesh (BD),"Ladieswear, Men's wear, Garments",,,,,CERES-0846,Ceres,2024-12-15,"Overcoats / jackets / vests (PD0001)
Pants / trousers (PD0003)
T-shirts / singlets (PD0007)"
Azim Corap San. ve Tic. Ltd. Sti.,Turkey (TR),Socks,,Orhun Bekmezci,orhun@azimsocks.com,Osmangazi Mh. Gazi Cd. No: 23 Esenyurt,CU 1015799,Control Union Certifications,2024-03-02,Unisex apparel
Azmat Apparels Ltd.,Bangladesh (BD),"Babywear, Children's wear, Ladieswear, Men's wear",,,,"62, Kathgara, Ashulia, Savar, 1341, Dhaka, BD-C, Bangladesh, BD",GOTS-20200394,GSCS,2024-09-27,"Pants
blouses (PD0005) Babies' clothing (PD0013) Undergarment
jackets
robes (PD0006) Overall (PD0100)
sleepwear
trousers (PD0003) Overcoats
vests (PD0001) Shirts"
Azram Tekstil Turizm San. Ve Tic. A.S.,Turkey (TR),"Fabrics, Yarns",,Gizem Ergul,muhasebe@azramtekstil.com,Bornova,CU 855198,Control Union Certifications,2024-11-13,"Dyed fabrics
Dyed yarns
Greige fabrics
Greige yarns
Undyed fabrics
Undyed yarns"
AZUR IHRACAT TEKSTIL SANAYI VE TICARET ANONIM SIRKETI,Turkey (TR),"Fabrics, Home Textiles",,,,"Akhan Mah. Ataturk Bul. No:1 Ic Kapi No:1, Pamukkale",USB 004908,USB Certification,2024-09-26,"Towels
kitchen linen
toilet linen (PD0017) - 100% organic cotton (RM0104) Terry fabrics (PD0060) - 100% organic cotton (RM0104)"
Azzurra sas di Palma Francesca,Italy (IT),Accessories,,,,,ICEA-TX-155,ICEA Istituto per la Certificazione Etica e Ambientale,2024-05-13,Worn accessories (PC0012)
Azzurra srl,Italy (IT),Fabrics,,,mt@stamperiaazzurra.it,via stucchi 18 como,1108542,Control Union Certifications,2024-03-03,Woven fabrics 100.0%Organic Cotton
B K International,India (IN),Yarns,,,bkinternational12@gmail.com,"Plot NO.76, Near Post Office , Rohan Road , Village Bajra ludhiana , 141007",016802,IDFL,2024-08-02,Dyed Yarns (PC0029) Carded yarns (PD0067) Organic Cotton (RM0104) GOTS (Organic) 58419 Greige Yarns (PC0030) Carded yarns (PD0067) Organic Cotton (RM0104) GOTS (Organic) 58419
B P Textile Mills,India (IN),"Fabrics, Yarns",,,vinay@bptextilemills.com,"Plot No:.69, The Salem Industrial Co-op Estate, Udayapatti, Salem 636140",015282,IDFL,2024-03-22,"29877 Greige Yarns (PC0030) Normally Combed Yarns (PD0102) Organic Cotton (RM0104) GOTS (Organic)
Dyed Fabrics (PC0025) Woven Fabrics (PD0059) Organic Cotton (RM0104) GOTS (Organic) 52101"
B-B Tekstil San.ve Dis Tic. Ltd. Sti.,Turkey (TR),"Babywear, Garments, Ladieswear, Men's wear",,Emre Fidel Berber,fidel@b-b.com.tr,Seyrantepe Mah. Ibrahim Karaoglanoglu Cad. No: 95/4 Kagithane,CU 819076,Control Union Certifications,2024-06-27,"Babies' apparel
Home textiles
Men's apparel
Undyed yarns
Unisex apparel
Women's apparel"
B. D. YARN PVT. LTD,India (IN),Yarns,,,,"65/48, 1ST FLOOR, NEW ROHTAK ROAD, KAROL BAGH",222963,Intertek Testing Services,2024-06-11,Dyed yarns | PC0029 Greige yarns | PC0030
B. SOUSA DIAS & FILHOS S.A,Portugal (PT),Home Textiles,,,,,CB-GOTS-CUC-03- 1017282,Control Union Certifications,2023-12-28,"Home textiles Bed linen
bed sheets 100.0% Organic Cotton Organic Home textiles Blankets
bedspreads
kitchen linen
quilts 100.0% Organic Cotton Organic Home textiles Terry fabrics 100.0% Organic Cotton Organic Home textiles Towels
robes 100.0% Organic Cotton Organic
sleepwear
toilet linen 100.0% Organic Cotton Organic Home textiles Undergarment"
B.H.I.S Apparels Limited,Bangladesh (BD),"Children's wear, Ladieswear, Men's wear",,Ziaur Rahman,,,GCL-301587,GCL International,2024-03-14,Men's Apparel (PC0001) [Shirts blouses (PD0005) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160)] Women's Apparel (PC0002) [Pants trousers (PD0003) 100% Organic Cotton (RM0104)] Children's Apparel (PC0004) [T shirts singlets (PD0007) 96% Organic Cotton (RM0104) + 4% Viscose (rayon) (RM0238)] Men's Apparel (PC0001) [T shirts singlets (PD0007) 95% Organic Cotton (RM0104) + 5% Modal (RM0230)] Women's Apparel (PC0002) [Shirts blouses (PD0005) 95% Organic Cotton (RM0104) + 5% Lyocell (RM0226)] Children's Apparel (PC0004) [Pants trousers (PD0003) 98% Organic Cotton (RM0104) + 2% Elastane (Spandex) (RM0160)] Men's Apparel (PC0001) [Workwear uniforms (PD0010) 97% Organic Cotton (RM0104) + 3% Viscose (rayon) (RM0238)] Women's Apparel (PC0002) [T shirts singlets (PD0007) 95% Organic Cotton (RM0104) + 5% Lyocell (RM0226)] Children's Apparel (PC0004) [Workwear uniforms (PD0010) 100% Organic Cotton (RM0104)] Men's Apparel (PC0001) [Pants trousers (PD0003) 90% Organic Cotton (RM0104) + 10% Recycled Pre/Post Consumer Polyester (RM0187)] Women's Apparel (PC0002) [T shirts singlets (PD0007) 90% Organic Cotton (RM0104) + 10% Recycled Pre/Post Consumer Polyester (RM0187)] Children's Apparel (PC0004) [Shirts blouses (PD0005) 90% Organic Cotton (RM0104) + 10% Recycled Pre/Post Consumer Polyester (RM0187)] Men's Apparel (PC0001) [Pants trousers (PD0003) 75% Organic Cotton (RM0104) + 25% Recycled Pre/Post Consumer Polyester (RM0187)] Women's Apparel (PC0002) [Shirts blouses (PD0005) 90% Organic Cotton (RM0104) + 10% Elastane (Spandex) (RM0160)] Men's Apparel (PC0001) [Pants trousers (PD0003) 70% Organic Cotton (RM0104) + 20% Recycled Pre/Post Consumer Polyester (RM0187) + 10% Elastane (Spandex) (RM0160)]
B.I.R. Bustese Industrie Riunite srl,Italy (IT),Fabrics,,Luisella Pontiggia,luisellepontiggia@birsrl.it,,ICEA-TX-873,ICEA Istituto per la Certificazione Etica e Ambientale,2024-07-14,Undyed fabrics (PC0027)
B.K. Fashions,India (IN),"Children's wear, Fabrics, Ladieswear, Accessories, Product category (other)",,,,"B/105 & 114, Sector 67 Noida Uttar Pradesh India 201301",190610-GOTS,Intertek Testing Services,2024-11-15,"Woven fabrics Workwear
blouses Activewear
caps
head coverings
jackets
shawls
singlets Overcoats
skirts Pants
sportswear Scarves
trousers Shirts
uniforms T-shirts
veils Hats
vests Dresses"
B.K. Velvet,India (IN),Fabrics,,Mr. Baldev Raj,md@bkvelvet.com,Near Village Ugra Kheri Turn Sanoli Road Vidyanand Colony,CU 1269748,Control Union Certifications,2024-10-25,Greige fabrics (PC0026) Woven fabrics (PD0059) -100.0% Organic Cotton (RM0104)
B.K.S.Textiles Private Limited,India (IN),"Fabrics, Yarns, Accessories, Home Textiles",,Mr. A. Ravi Chandran,,,GCL-3350,GCL International,2024-04-19,"Carried Accessories (PC0011) Bags
Cushions (PD0023) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Table linen
Floor Coverings (PD0022) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Pillows
Pouches (PD0024) 100% Organic Cotton (RM0104) Greige fabrics (PC0026) Woven Fabrics (PD0059) 100% Organic Cotton (RM0104) Dyed fabrics (PC0025) Woven Fabrics (PD0059) 100% Organic Cotton (RM0104) Dyed Yarns (PC0029) Super combed yarns (PD0068) 100% Organic Cotton (RM0104) Undyed fabrics (PC0027) Woven Fabrics (PD0059) 100% Organic cotton (RM0104) Greige fabrics (PC0026) Woven Fabrics (PD0059) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) Printed fabrics (PC0039) Woven Fabrics (PD0059) 100% Organic Cotton (RM0104) Dyed fabrics (PC0025) Woven Fabrics (PD0059) 97% Organic Cotton (RM0104) + 3% Elastane (Spandex) (RM0160)
Pouches (PD0024) 70% Organic Cotton (RM0104) + 30% Recycled Pre/Post Consumer Polyester (RM0187) Home Textiles (PC0010) Bed linen
Rugs
bed sheets (PD0015) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Blankets
bedspreads
blinds (PD0020) 100% Organic Cotton (RM0104) Worn Accessories (PC0012) Gloves
hand covering (PD0026) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Carpets
handbags
handbags
kitchen linen
mittens
napkins (PD0016) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Towels
quilts (PD0019) 100% Organic Cotton (RM0104) Home Textiles (PC0010) Curtains
tablecloth
toilet linen (PD0017) 100% Organic Cotton (RM0104) Worn Accessories (PC0012) Aprons (PD0100) 100% Organic Cotton (RM0104) Carried Accessories (PC0011) Bags
totes
totes"
B.M Cotton Ginning Pressing Factory and Oil Mills,Pakistan (PK),Raw Fibres,,,,"Winder Industrial Trading Estates (WITE) Winder , Balochistan",1032879,Control Union Certifications,2024-09-04,Undyed fibers (PC0034) Lint cotton (PD0074) 100.0% Organic Cotton (RM0104)
B.M. HOUSE (INDIA) LIMITED,India (IN),"Raw Fibres, Fabrics, Yarns",,,,"OFFICE NO. 1206, 12TH FLOOR, TOWER B, UNITECH SIGNATURE TOWERS, SOUTH CITY-I, NH-8",203757,Intertek Testing Services,2024-04-27,Dyed fabrics | PC0025 Greige fabrics | PC0026 Greige yarns | PC0030 Undyed fibers | PC0034
B.S. Textile,India (IN),"Fabrics, Yarns",,,,"66A, Karpagam Layout Indra Nagar",CMPY-175800-GOTS,Intertek Testing Services,2024-07-14,Woven fabrics Open-end yarns Super combed yarns Normally combed yarns
B&D Textiles GmbH,Germany (DE),Home Textiles,,,,,BCS 35879,BCS,2024-10-31,"Home textiles - Bed linen - 100% Organic Cotton - Organic
Home textiles - Towels - 100% Organic Cotton - Organic"
"B&L TRADING PRODUCTION CO.,LTD",Viet Nam (VN),Garments,,,louisnguyen0686@gmail.com,"Road D1, Yen My II Industrial Park, Yen My Town, Yen My District Hung Yen",017219,IDFL,2024-08-02,
Baba Textile Processing,India (IN),Fabrics,,,,"SF No:270, Settukaran Kattu Thottam, Karuvilparai valasu, Villarasampattai Post",GCL-301675,GCL International,2024-03-30,Undyed fabrics (PC0027) [Knitted Fabrics (PD0058) 100% Organic cotton (RM0104)] Undyed fabrics (PC0027) [Woven Fabrics (PD0059) 100% Organic cotton (RM0104)] Printed fabrics (PC0039) [Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104)] Printed fabrics (PC0039) [Woven Fabrics (PD0059) 100% Organic Cotton (RM0104)]
BABEKS TEKSTIL SANAYI VE TICARET LIMITED SIRKETI,Turkey (TR),"Babywear, Home Textiles",,,,"Kemaloz Mahallesi Mehmet Topac Bulvari Kilincer Apartmani No:84/A, Merkez",USB 003453,USB Certification,2024-09-14,"Babies clothing (PD0013) - (T-shirt) - 100% organic cotton (RM0104) Babies clothing (PD0013) - (Shorts) - 100% organic cotton (RM0104) Blankets
bedspreads
quilts (PD0019) - 100% organic cotton (RM0104) Babies clothing (PD0013) - 100% organic cotton (RM0104) Babies clothing (PD0013) - 95% organic cotton (RM0104) + 5% elastane (RM0160) Babies accessories (PD0014) - 100% organic cotton (RM0104) Babies clothing (PD0013) - 80% organic cotton (RM0104) + 20% recycled pre/post-consumer polyester (RM0187)"
Baby Bello,Netherlands (NL),"Babywear, Fabrics, Toys",,,,"De Bosporus 69, North Holland, Amstelveen, Netherlands",ETKO 00042058,ETKO Ekolojik Tarim Kontrol Organizasyonu Ltd Sti,2024-06-21,Soft toys(PD0056)Babies' clothing(PD0013)Babies'accessories(PD0014)Woven fabrics(PD0059)Knitted fabrics (PD0058)Terry fabrics(PD0060)
Baby Love Infant Product Industries Limited,China (CN),"Babywear, Ladieswear, Accessories, Home Textiles, Product category (other)",,,,"Room 301,Building 5, 52 Dongcheng Section,Guanlong Road Dongcheng Street, Guangdong Sheng",ETKO 00041345,ETKO Ekolojik Tarim Kontrol Organizasyonu Ltd Sti,2024-11-08,"Suits
bed sheets (PD0015)Table linen
bedspreads
blouses (PD0005)Undergarment
cardigans (PD0004)Shirts
cushions (PD0023)Luggage
hand covering (PD0026)
handbags
kitchen linen
mittens
napkins (PD0016)Towels
pouches (PD0024)Gloves
pullovers
quilts (PD0019)Pillows
robes (PD0006)Babies' clothing (PD0013)Babies' accessories (PD0014)Bed linen
sleepwear
suit- pants (PD0002)Pants
suitcases (PD0025)Bags
tablecloth
toilet linen (PD0017)Blankets
totes
trousers (PD0003)Sweaters"
Baby Nord AB,Sweden (SE),"Babywear, Accessories, Home Textiles, Hygiene products, Toys",Summerville,Louise Fredriksson,info@babynord.se,,CERES-0497,Ceres,2024-10-15,"Home textiles (PC0010)
Personal care
Toys (PC0024)
Worn accessories (PC0012)
hygiene (PC0013)"
Babyshop Sthlm Holding AB,Sweden (SE),"Accessories, Babywear, Ladieswear, Socks, Children's wear, Home Textiles, Product category (other)",,,,,1088937,Control Union Certifications,2024-07-08,
"BAC Distributing, Inc. dba Naturepedic",United States (US),"Fabrics, Yarns, Accessories, Home Textiles, Hygiene products",,Barry Cik,david@naturepedic.com,"16925 Park Circle Drive,Chagrin Falls",CU-864025,Control Union Certifications,2024-03-30,"Dyed fabrics (PC0025) Woven fabrics (PD0059) 100.0%Organic Cotton (RM0104) Organic Greige fabrics (PC0026) Knitted fabrics (PD0058) 100.0%Organic Cotton (RM0104) Organic Home textiles (PC0010) Bed linen
bed sheets (PD0015) 100.0%Organic Cotton (RM0104) Organic Home textiles (PC0010) Mattresses (PD0034) 100.0%Organic Cotton (RM0104) Organic Home textiles (PC0010) Mattresses (PD0034) 40.0%Organic Wool (RM0079) 60.0%Organic Cotton (RM0104) Organic Home textiles (PC0010) Mattresses (PD0034) 30.0%Organic Wool (RM0079) 70.0%Organic Cotton (RM0104) Organic Home textiles (PC0010) Mattresses (PD0034) 20.0%Organic Wool (RM0079) 80.0%Organic Cotton (RM0104) Organic Home textiles (PC0010) Mattresses (PD0034) 10.0%Organic Cotton (RM0104) 90.0%Organic Wool (RM0079) Organic Home textiles (PC0010) Mattresses (PD0034) 5.0%Organic Wool (RM0079) 95.0%Organic Cotton (RM0104) Organic Home textiles (PC0010) Pillows
cushions (PD0023) 100.0%Organic Cotton (RM0104) Organic Home textiles (PC0010) Pillows
cushions (PD0023) 25.0%Organic Kapok (RM0128) 75.0%Organic Cotton (RM0104) Organic Personal care
hygiene (PC0013) Topical products (PD0032) 100.0%Organic Cotton (RM0104) Organic Undyed fabrics (PC0027) Knitted fabrics (PD0058) 100.0%Organic Cotton (RM0104) Organic Undyed fabrics (PC0027) Woven fabrics (PD0059) 100.0%Organic Cotton (RM0104) Organic Undyed fibers (PC0034) Scoured fibers (PD0078) 100.0%Organic Cotton (RM0104) Organic Undyed fibers (PC0034) Scoured fibers (PD0078) 100.0%Organic Kapok (RM0128) Organic Undyed fibers (PC0034) Scoured fibers (PD0078) 100.0%Organic Wool (RM0079) Organic"
Badar Spinning Mills Ltd.,Bangladesh (BD),Yarns,,,,"Mulaid,Sreepur",ETKO 00004559,ETKO Ekolojik Tarim Kontrol Organizasyonu Ltd Sti,2024-02-28,Carded Yarns (PD0067)
BADE KUMAŞ TEKSTİL KONFEKSİYON TURİZM İÇ VE DIŞ TİC. A.Ş.,Turkey (TR),"Fabrics, Yarns",,Canan ALNIAK,muhasebe@badekumas.com,5747/8 SOK. MTK SİTESİ ALTINDAĞ No:1-B/21 35030 BORNOVA,00282311,Ecocert Greenlife,2024-07-12,Knitted fabrics (PD0058) Normally combed yarns (PD0102)
Badon Fashion Ltd.,Bangladesh (BD),"Babywear, Ladieswear, Children's wear, Men's wear",,,,"Plot No- A-22, Kanchpur BSCIC Industrial Estate, Sonargaon",GOTS-20200608,GSCS,2024-05-19,"Pants
robes (PD0006) Babies' clothing (PD0013)
singlets (PD0007) Undergarment
sleepwear
trousers (PD0003) T-shirts"
BADSHA TEXTILES LTD.,Bangladesh (BD),"Raw Fibres, Yarns",,,,"Jamirdia, Valuka",USB 002097,USB Certification,2023-12-29,Staple fibers (PD0079) - (in sliver form) - 100% organic cotton (RM0104) Staple fibers (PD0079) - (in sliver form) - 100% in-conversion cotton (RM0103) Super combed yarns (PD0068) - 100% organic cotton (RM0104) Carded yarns (PD0067) - 100% organic cotton (RM0104) Open-end yarns (PD0066) - 100% organic cotton (RM0104) Carded yarns (PD0067) - 96% organic cotton (RM0104) + 4% elastane (RM0160) Carded yarns (PD0067) - 98% organic cotton (RM0104) + 2% elastane (RM0160) Carded yarns (PD0067) - 95% organic cotton (RM0104) + 5% elastane (RM0160) Carded yarns (PD0067) - 99% organic cotton (RM0104) + 1% elastane (RM0160) Carded yarns (PD0067) - 94% organic cotton (RM0104) + 6% elastane (RM0160) Carded yarns (PD0067) - 97% organic cotton (RM0104) + 3% elastane (RM0160) Carded yarns (PD0067) - 90% organic cotton (RM0104) + 10% elastane (RM0160) Carded yarns (PD0067) - 92% organic cotton (RM0104) + 8% elastane (RM0160) Carded yarns (PD0067) - 91% organic cotton (RM0104) + 9% elastane (RM0160) Carded yarns (PD0067) - 100% in-conversion cotton (RM0103) Open-end yarns (PD0066) - 100% in-conversion cotton (RM0103) Normally Combed Yarns (PD0102) - 100% organic cotton (RM0104) Normally Combed Yarns (PD0102) - 100% in-conversion cotton (RM0103) Normally Combed Yarns (PD0102) - 99% organic cotton (RM0104) + 1% elastane (spandex) (RM0160) Normally Combed Yarns (PD0102) - 98% organic cotton (RM0104) + 2% elastane (spandex) (RM0160) Normally Combed Yarns (PD0102) - 92% organic cotton (RM0104) + 8% elastane (spandex) (RM0160) Normally Combed Yarns (PD0102) - 97% organic cotton (RM0104) + 3% elastane (spandex) (RM0160) Normally Combed Yarns (PD0102) - 96% organic cotton (RM0104) + 4% elastane (spandex) (RM0160) Normally Combed Yarns (PD0102) - 93% organic cotton (RM0104) + 7% elastane (spandex) (RM0160) Normally Combed Yarns (PD0102) - 91% organic cotton (RM0104) + 9% elastane (spandex) (RM0160) Normally Combed Yarns (PD0102) - 90% organic cotton (RM0104) + 10% elastane (spandex) (RM0160)
Bafsan Tekstil Ins. Otom.ve Gida San. Dis Tic. Ltd. Sti,Turkey (TR),"Fabrics, Yarns",,,,Yenibosna Merkez Mah. Kavak Sk. No:21 Bahcelievler 34197 Istanbul,015156,IDFL,2024-03-21,Dyed Fabrics (PC0025) Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104) GOTS (Organic) 35286 Greige Fabrics (PC0026) Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104) GOTS (Organic) 35286 Greige Yarns (PC0030) Super Combed Yarns (PD0068) 100% Organic Cotton (RM0104) GOTS (Organic) 35286 Undyed Fabrics (PC0027) Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104) GOTS (Organic) 35286 Greige Yarns (PC0030) Normally Combed Yarns (PD0102) 100% Organic Cotton (RM0104) GOTS (Organic) 35286 Undyed Yarns (PC0031) Normally Combed Yarns (PD0102) 100% Organic Cotton (RM0104) GOTS (Organic) 35286 Dyed Yarns (PC0029) Super Combed Yarns (PD0068) 100% Organic Cotton (RM0104) GOTS (Organic) 35286
Baggi Tekstil A.S.,Turkey (TR),Garments,,Seda Duruk,seda.duruk@baggi.com.tr,Avsar Mh. Ankara Asfalti Ustu No: 1275 Turgutlu,CU 1175053,Control Union Certifications,2024-06-20,Garments
Baghi,Germany (DE),"Garments, Home Textiles, Product category (other)",,Susan Bohn,info@baghi.de,,238930,Ecocert Greenlife,2024-01-10,"- Functional accessories (PC0017)
100% organic cotton (RM0104)
100% organic cotton (RM0104) - Women's apparel (PC0002) Sweaters
100% organic cotton (RM0104) - Home Textiles (PC0010)
5% Elastane (RM0160) - Women's apparel (PC0002) Pants
5% Elastane (RM0160) - Women's apparel (PC0002) Pants
5% Elastane (RM0160) - Women's apparel (PC0002) T-shirts
95% organic cotton (RM0104)
95% organic cotton (RM0104)
Blankets
Food contact textiles (PD0018) 100% organic cotton (RM0104) - Home textiles (PC0010) Towels
Other (PD0100) [yogamat carrying strap]
Pillows
bedspreads
cardigans (PD0004)
cushions (PD0023) 100% organic cotton (RM0104) - Home Textiles (PC0010)
kitchen linen
pullovers
quilts (PD0019) 100% organic cotton (RM0104) - Home Textiles (PC0010)
singlets (PD0007)
toilet linen (PD0017)100% organic cotton (RM0104) - Women's apparel (PC0002) Other (PD0100) [jumpsuit] 95% organic cotton (RM0104)
trousers (PD0003)
trousers (PD0003)"
BAHAR TEKSTİL SAN. VE TİC. A.Ş.,Turkey (TR),"Garments, Home Textiles",,Emre BAS,emre@bahartextile.com,Denizli Osb. Mah. 2. Kısım No:12 Honaz/DENİZLi,00278972,Ecocert Greenlife,2024-08-06,"T-shirts
bed sheets (PD0015) Blankets
bedspreads
quilts (PD0019)
singlets (PD0007) Bed linen"
"BAHNE & CO, A/S",Denmark (DK),Home Textiles,bahne; Margit Brandt; Miss Etoiles,,,,196917,Ecocert Greenlife,2024-09-30,"Bed linen
Other (bathrobes
Towels
dish cloth etc.): 100% Organic Cotton"
"Baijia (Fujian) Underwear Co., Ltd.",China (CN),"Ladieswear, Children's wear, Fabrics, Men's wear",,,fjbj2022xf568@126.com,"Baijia Industrial Park, Huahai Village",011540,IDFL,2024-05-23,Children's Apparel (PC0004) Socks (PD0009) 90% Organic Cotton (RM0104) + 8% Polyamide (nylon) (RM0182) + 2% Elastane (spandex) (RM0160) GOTS (Made with Organic) 27684 Dyed Fabrics (PC0025) Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104) * GOTS (Organic) Men's Apparel (PC0001) Sleepwear (PD0006) 100% Organic Cotton (RM0104) GOTS (Organic) 27684 Men's Apparel (PC0001) Sleepwear (PD0006) 95% Organic Cotton (RM0104) + 5% Elastane (spandex) (RM0160) GOTS (Organic) 27684 Men's Apparel (PC0001) Undergarment (PD0006) 100% Organic Cotton (RM0104) GOTS (Organic) 27684 Men's Apparel (PC0001) Undergarment (PD0006) 95% Organic Cotton (RM0104) + 5% Elastane (spandex) (RM0160) GOTS (Organic) 27684 Women's Apparel (PC0002) Sleepwear (PD0006) 100% Organic Cotton (RM0104) GOTS (Organic) 27684 Women's Apparel (PC0002) Undergarment (PD0006) 100% Organic Cotton (RM0104) GOTS (Organic) 27684 Women's Apparel (PC0002) Undergarment (PD0006) 95% Organic Cotton (RM0104) + 5% Elastane (spandex) (RM0160) GOTS (Organic) 27684 Women's Apparel (PC0002) Sleepwear (PD0006) 95% Organic Cotton (RM0104) + 5% Elastane (spandex) (RM0160) GOTS (Organic)
"BAIYUN SUPPLY CHAIN MANAGEMENT (TIANJIN) CO.,LTD.",China (CN),"Fabrics, Raw Fibres, Yarns",,pu zheng,baiyuntj2021@163.com,"ROOM 1006, HUAYING BUILDING, CENTRAL AVENUE, TIANJIN PILOT FREE TRADE ZONE",1160784,Control Union Certifications,2024-02-06,
Bakay Tekstil San. Tic. A.S.,Turkey (TR),"Fabrics, Yarns",,Hande Fermanci,hande.fermanci@bakaytex.com,Velimese O.S.B. Mah. Corlu-Cerkezkoy Yolu Cad. No: 22 Ergene,CU 1038269,Control Union Certifications,2024-03-14,"Dyed fabrics
Greige yarns"
